Title:,"Time Series, Area-Averaged of Multi-satellite precipitation estimate with gauge calibration - Final Run (recommended for general (half-hourly)"
User Start Date:,2022-06-01T00:00:00Z
User End Date:,2022-09-30T23:59:59Z
User Bounding Box:,"75.5,30.3,79,33.3"
Data Bounding Box:,"75.55,30.35,78.95,33.25"
URL to Reproduce Results:,"https://giovanni.gsfc.nasa.gov/giovanni/#service=ArAvTs&starttime=2022-06-01T00:00:00Z&endtime=2022-09-30T23:59:59Z&bbox=75.5,30.3,79,33.3&data=GPM_3IMERGHH_07_precipitation&portal=GIOVANNI&format=json"
Fill Value (mean_GPM_3IMERGHH_07_precipitation):, -9999.9

time, mean_GPM_3IMERGHH_07_precipitation
2022-06-01 00:00:00,0.0032656712
2022-06-01 00:30:00,0.00246276218
2022-06-01 01:00:00,0.00634871051
2022-06-01 01:30:00,0.015281585
2022-06-01 02:00:00,0.021866085
2022-06-01 02:30:00,0.0290693082
2022-06-01 03:00:00,0.0315942764
2022-06-01 03:30:00,0.0600750856
2022-06-01 04:00:00,0.0398654193
2022-06-01 04:30:00,0.0362629294
2022-06-01 05:00:00,0.027573999
2022-06-01 05:30:00,0.00886428356
2022-06-01 06:00:00,0.00531002926
2022-06-01 06:30:00,0.00387187721
2022-06-01 07:00:00,0.0022725733
2022-06-01 07:30:00,0.00251067174
2022-06-01 08:00:00,0.0103940116
2022-06-01 08:30:00,0.0154664582
2022-06-01 09:00:00,0.022610845
2022-06-01 09:30:00,0.0188316852
2022-06-01 10:00:00,0.0222119782
2022-06-01 10:30:00,0.0198519081
2022-06-01 11:00:00,0.018049797
2022-06-01 11:30:00,0.012303384
2022-06-01 12:00:00,0.0106340749
2022-06-01 12:30:00,0.0136629762
2022-06-01 13:00:00,0.0145563986
2022-06-01 13:30:00,0.0161506943
2022-06-01 14:00:00,0.0148267699
2022-06-01 14:30:00,0.0343878791
2022-06-01 15:00:00,0.0366236717
2022-06-01 15:30:00,0.0402848125
2022-06-01 16:00:00,0.0426694639
2022-06-01 16:30:00,0.0444685705
2022-06-01 17:00:00,0.02966756
2022-06-01 17:30:00,0.0218371321
2022-06-01 18:00:00,0.0224793106
2022-06-01 18:30:00,0.0233694501
2022-06-01 19:00:00,0.0235843454
2022-06-01 19:30:00,0.0367750302
2022-06-01 20:00:00,0.0309565123
2022-06-01 20:30:00,0.0268198941
2022-06-01 21:00:00,0.0167620536
2022-06-01 21:30:00,0.0120386174
2022-06-01 22:00:00,0.00922713522
2022-06-01 22:30:00,0.00529201236
2022-06-01 23:00:00,0.00499703223
2022-06-01 23:30:00,0.00485872896
2022-06-02 00:00:00,0.0050666905
2022-06-02 00:30:00,0.00577827264
2022-06-02 01:00:00,0.0103549864
2022-06-02 01:30:00,0.014461874
2022-06-02 02:00:00,0.0199681669
2022-06-02 02:30:00,0.0239177272
2022-06-02 03:00:00,0.044362206
2022-06-02 03:30:00,0.0360221677
2022-06-02 04:00:00,0.0350197889
2022-06-02 04:30:00,0.0279994663
2022-06-02 05:00:00,0.0216500256
2022-06-02 05:30:00,0.0153193884
2022-06-02 06:00:00,0.0174391735
2022-06-02 06:30:00,0.0199168939
2022-06-02 07:00:00,0.0267876796
2022-06-02 07:30:00,0.0248290263
2022-06-02 08:00:00,0.0241829846
2022-06-02 08:30:00,0.0144975772
2022-06-02 09:00:00,0.0105678122
2022-06-02 09:30:00,0.00975238904
2022-06-02 10:00:00,0.00686966721
2022-06-02 10:30:00,0.00675334455
2022-06-02 11:00:00,0.00262151449
2022-06-02 11:30:00,0.00194665638
2022-06-02 12:00:00,0.00123378297
2022-06-02 12:30:00,0.00285292719
2022-06-02 13:00:00,0.00755003188
2022-06-02 13:30:00,0.00861879811
2022-06-02 14:00:00,0.01312498
2022-06-02 14:30:00,0.0138471751
2022-06-02 15:00:00,0.0247218478
2022-06-02 15:30:00,0.0253655724
2022-06-02 16:00:00,0.0230562817
2022-06-02 16:30:00,0.0118747465
2022-06-02 17:00:00,0.00615234161
2022-06-02 17:30:00,0.00543147139
2022-06-02 18:00:00,0.00528811431
2022-06-02 18:30:00,0.00617674738
2022-06-02 19:00:00,0.0140129467
2022-06-02 19:30:00,0.017671641
2022-06-02 20:00:00,0.0337762423
2022-06-02 20:30:00,0.0389232337
2022-06-02 21:00:00,0.0378764942
2022-06-02 21:30:00,0.0219589155
2022-06-02 22:00:00,0.0141367475
2022-06-02 22:30:00,0.0138731422
2022-06-02 23:00:00,0.0171777736
2022-06-02 23:30:00,0.0151328109
2022-06-03 00:00:00,0.0126083586
2022-06-03 00:30:00,0.00979048852
2022-06-03 01:00:00,0.0114380261
2022-06-03 01:30:00,0.014516334
2022-06-03 02:00:00,0.0225323606
2022-06-03 02:30:00,0.0371362865
2022-06-03 03:00:00,0.0494241118
2022-06-03 03:30:00,0.0674573481
2022-06-03 04:00:00,0.0521444827
2022-06-03 04:30:00,0.0401558876
2022-06-03 05:00:00,0.0232792236
2022-06-03 05:30:00,0.0135786775
2022-06-03 06:00:00,0.00524062291
2022-06-03 06:30:00,0.00376887061
2022-06-03 07:00:00,0.0117114168
2022-06-03 07:30:00,0.0186907295
2022-06-03 08:00:00,0.0214348566
2022-06-03 08:30:00,0.0266685598
2022-06-03 09:00:00,0.0158154219
2022-06-03 09:30:00,0.013950251
2022-06-03 10:00:00,0.0136031518
2022-06-03 10:30:00,0.0129724545
