time,rainfall_mm_hr,rainfall_mm,rainfall_1hr,rainfall_3hr,rainfall_6hr,rainfall_24hr
2025-08-01 23:30:00,0.395434737,0.1977173685,0.423628345,1.2141489095,2.277139158,4.85262804075
2025-08-02 00:00:00,0.348526061,0.1742630305,0.371980399,1.232192055,2.267463581,4.9887791983
2025-08-02 00:30:00,0.290607423,0.1453037115,0.319566742,1.1900231694999999,2.2278803304999997,5.09395757705
2025-08-02 01:00:00,0.258926183,0.1294630915,0.274766803,1.1281231795,2.1756336705000003,5.19067087415
2025-08-02 01:30:00,0.232680112,0.116340056,0.24580314749999999,0.9889982344999999,2.1153430505,5.27648983165
2025-08-02 02:00:00,0.240395963,0.1201979815,0.2365380375,0.8832852394999999,2.0670915555,5.3670513164499996
2025-08-02 02:30:00,0.274770319,0.1373851595,0.257583141,0.8229530304999999,2.03710194,5.47649758475
2025-08-02 03:00:00,0.282388896,0.141194448,0.2785796075,0.789884448,2.022076503,5.5952094364
2025-08-02 03:30:00,0.27401939,0.137009695,0.27820414299999996,0.7815904315,1.971613601,5.7171232651
2025-08-02 04:00:00,0.248500258,0.124250129,0.261259824,0.776377469,1.9045006485,5.8302541951
2025-08-02 04:30:00,0.22614044,0.11307022,0.23732034899999999,0.773107633,1.7621058674999999,5.9356771066
2025-08-02 05:00:00,0.22703816,0.11351908,0.2265893,0.7664287315,1.649713971,6.03653124175
2025-08-02 05:30:00,0.294141293,0.1470706465,0.2605897265,0.7761142185000001,1.599067249,6.1633674301
2025-08-02 06:00:00,0.354316086,0.177158043,0.3242286895,0.8120778135,1.6019622614999998,6.31709631775
2025-08-02 06:30:00,0.3982687,0.19913435,0.37629239299999995,0.8742024685,1.6557928999999998,6.4778185215
2025-08-02 07:00:00,0.403146863,0.2015734315,0.40070778149999997,0.9515257709999999,1.72790324,6.6137787055
2025-08-02 07:30:00,0.407940298,0.203970149,0.4055435805,1.0424257,1.8155333329999999,6.7399978065
2025-08-02 08:00:00,0.417627275,0.2088136375,0.4127837865,1.1377202574999998,1.9041489889999998,6.861095654500001
2025-08-02 08:30:00,0.480273426,0.240136713,0.4489503505,1.2307863239999999,2.0069005425,7.0030604105
2025-08-02 09:00:00,0.496147633,0.2480738165,0.4882105295,1.3017020975,2.113779911,7.1464362915
2025-08-02 09:30:00,0.616068423,0.3080342115,0.5561080279999999,1.410601959,2.2848044275,7.3461382935
2025-08-02 10:00:00,0.687005341,0.3435026705,0.651536882,1.552531198,2.504056969,7.582955064999999
2025-08-02 10:30:00,0.884439528,0.442219764,0.7857224345,1.790780813,2.833206513,7.8935381795
2025-08-02 11:00:00,1.04270911,0.521354555,0.9635743190000001,2.1033217305,3.241041988,8.290577726
2025-08-02 11:30:00,0.925346732,0.462673366,0.984027921,2.3258583835,3.5566447075,8.6205569815
2025-08-02 12:00:00,0.721827805,0.3609139025,0.8235872685,2.4386984695000002,3.740400567,8.881172747499999
2025-08-02 12:30:00,0.720256627,0.3601283135,0.7210422160000001,2.4907925715,3.9013945304999997,9.159925559
2025-08-02 13:00:00,0.676113844,0.338056922,0.6981852355,2.485346823,4.037878021,9.424008982
2025-08-02 13:30:00,0.901818275,0.4509091375,0.7889660595,2.4940361965,4.2848170095,9.7924374205
2025-08-02 14:00:00,0.840455651,0.4202278255,0.871136963,2.392909467,4.4962311975,10.1399808535
2025-08-02 14:30:00,0.782967865,0.3914839325,0.811711758,2.3217200335,4.647578417,10.45501867
2025-08-02 15:00:00,0.791383266,0.395691633,0.7871755655,2.356497764,4.7951962335,10.770803102
2025-08-02 15:30:00,0.818644226,0.409322113,0.805013746,2.4056915635,4.896484135,11.0962495515
2025-08-02 16:00:00,0.906713963,0.4533569815,0.8626790945,2.5209916229999996,5.006338446,11.4614062395
2025-08-02 16:30:00,0.949673474,0.474836737,0.9281937185,2.5449192225,5.0389554190000005,11.803183802500001
